@relation results

@attribute seed numeric
@attribute demands_count numeric
@attribute erlang numeric
@attribute usage_1 numeric
@attribute usage_2 numeric
@attribute usage_3 numeric
@attribute usage_4 numeric
@attribute usage_5 numeric
@attribute usage_class {B,E,A,D,C}
@attribute blocked_all numeric

@data
120,100000,1000,69,49,46,38,7,B,0.184067
120,100000,1000,87,68,55,38,7,E,13.727003
120,100000,1000,30,27,25,19,3,E,10.24913
120,100000,1000,85,76,60,37,20,E,18.701723
120,100000,1000,97,56,43,38,5,D,6.200081
120,100000,1000,95,73,33,29,3,D,8.221683
120,100000,1000,98,31,20,9,3,E,16.017717
120,100000,1000,65,56,20,16,6,B,0.38067
120,100000,1000,80,33,29,26,2,D,7.74953
120,100000,1000,74,53,39,36,15,D,4.089453
120,100000,1000,98,74,25,19,15,E,16.455056
120,100000,1000,73,70,37,9,1,A,0.015671
120,100000,1000,89,53,49,28,20,E,16.445145
120,100000,1000,68,55,49,26,17,C,2.66393
120,100000,1000,57,56,20,15,13,B,0.108763
120,100000,1000,74,59,44,36,16,E,11.261201
120,100000,1000,71,65,52,14,3,A,0.025242
120,100000,1000,83,53,17,16,5,D,4.844187
120,100000,1000,65,55,52,34,11,E,11.08984
120,100000,1000,78,72,55,27,16,E,12.136811
120,100000,1000,77,68,40,18,4,D,4.629541
120,100000,1000,83,60,45,23,5,C,2.760157
120,100000,1000,99,50,22,17,1,E,13.807135
120,100000,1000,94,80,60,34,14,E,17.92234
120,100000,1000,87,72,27,20,17,E,15.2424
120,100000,1000,91,77,49,38,15,E,14.777616
120,100000,1000,89,47,24,17,16,E,14.817513
120,100000,1000,76,70,48,6,1,B,0.181865
120,100000,1000,64,63,49,30,13,D,8.242013
120,100000,1000,89,56,39,20,8,E,12.323758
120,100000,1000,77,76,38,33,18,E,15.328377
120,100000,1000,86,75,43,13,4,E,13.635182
120,100000,1000,76,64,59,35,1,A,0.030918
120,100000,1000,82,61,19,5,2,E,10.057863
120,100000,1000,69,51,39,8,5,C,3.774176
120,100000,1000,99,79,58,19,6,E,16.133511
120,100000,1000,98,72,39,36,7,E,10.545009
120,100000,1000,96,38,36,34,14,E,14.406772
120,100000,1000,56,45,41,29,14,E,10.790403
120,100000,1000,77,65,48,34,17,E,12.670122
120,100000,1000,91,70,53,31,16,E,15.041392
120,100000,1000,77,57,56,37,13,E,13.91683
120,100000,1000,67,59,21,8,1,A,0.014739
120,100000,1000,90,69,56,29,6,D,5.816531
120,100000,1000,97,79,48,29,19,E,16.390595
120,100000,1000,73,62,40,36,12,E,13.135499
120,100000,1000,88,70,39,36,13,E,11.835256
120,100000,1000,91,50,40,38,13,E,15.609178
120,100000,1000,89,67,55,20,14,E,13.464837
120,100000,1000,88,73,45,31,19,E,15.130249
120,100000,1000,89,55,46,30,5,D,9.783499
120,100000,1000,66,43,39,17,10,E,11.258745
120,100000,1000,89,79,60,2,1,D,5.782649
120,100000,1000,69,43,42,32,11,E,11.796884
120,100000,1000,85,76,58,39,20,E,17.043342
120,100000,1000,68,40,39,22,6,B,0.205074
120,100000,1000,86,50,35,27,15,E,14.915688
120,100000,1000,95,77,54,27,15,E,16.845976
120,100000,1000,94,18,10,9,8,E,14.883923
120,100000,1000,77,51,41,33,2,B,0.125365
120,100000,1000,96,78,57,33,4,E,10.906197
120,100000,1000,80,62,57,15,12,C,2.640551
120,100000,1000,87,74,49,23,14,E,14.911198
120,100000,1000,99,61,42,26,15,E,13.60545
120,100000,1000,79,77,39,19,17,E,12.741191
120,100000,1000,80,53,37,27,6,E,12.905352
120,100000,1000,50,44,38,27,1,B,0.151286
120,100000,1000,91,78,49,33,17,E,15.749367
120,100000,1000,91,64,56,23,2,D,9.765202
120,100000,1000,83,79,55,34,8,E,11.569024
120,100000,1000,71,67,48,25,11,D,7.973494
120,100000,1000,75,61,45,26,19,E,14.81116
120,100000,1000,85,65,57,31,3,B,0.13714
120,100000,1000,56,41,40,39,2,B,0.114269
120,100000,1000,68,65,56,31,13,E,13.111442
120,100000,1000,90,49,30,28,9,E,10.094371
120,100000,1000,88,66,36,27,7,E,12.431928
120,100000,1000,93,57,25,20,17,E,16.02407
120,100000,1000,82,67,55,36,15,E,15.123811
120,100000,1000,69,62,56,18,2,A,0.028038
120,100000,1000,93,77,46,39,15,E,13.340065
120,100000,1000,74,55,40,39,6,A,0.053196
120,100000,1000,97,72,33,27,6,E,14.115975
120,100000,1000,94,61,20,5,2,E,13.360818
120,100000,1000,90,64,51,36,19,E,14.972949
120,100000,1000,99,72,51,18,16,E,13.686514
120,100000,1000,69,65,49,39,9,A,0.02753
120,100000,1000,71,61,60,33,11,E,14.930172
120,100000,1000,84,65,41,38,10,D,9.260098
120,100000,1000,90,77,30,24,12,E,14.899593
120,100000,1000,96,44,30,29,1,E,11.075525
120,100000,1000,98,73,48,29,17,E,14.336296
120,100000,1000,85,57,37,30,12,E,14.784901
120,100000,1000,93,69,47,36,7,D,9.343111
120,100000,1000,89,50,42,31,1,D,8.478682
120,100000,1000,87,76,23,14,4,D,9.732167
120,100000,1000,79,54,38,12,6,E,12.933135
120,100000,1000,83,68,39,34,17,E,13.445355
120,100000,1000,88,79,35,32,19,E,15.225628
120,100000,1000,82,72,60,37,12,E,15.056978
120,100000,1000,57,43,32,24,17,B,0.206006
120,100000,1000,95,61,30,19,11,E,15.903364
120,100000,1000,67,64,58,18,7,A,0.009233
120,100000,1000,97,78,27,26,10,E,12.489698
120,100000,1000,84,68,46,18,12,E,11.785364
120,100000,1000,85,68,40,38,2,A,0.050824
120,100000,1000,44,43,35,28,16,C,1.050782
120,100000,1000,85,77,38,26,8,E,10.640473
120,100000,1000,95,77,56,26,18,E,16.339432
120,100000,1000,86,58,54,33,15,E,16.089548
120,100000,1000,96,67,26,25,11,E,13.475171
120,100000,1000,94,72,33,31,18,E,14.039824
120,100000,1000,88,59,44,39,3,A,0.070899
120,100000,1000,79,59,55,25,8,A,0.048367
120,100000,1000,81,55,40,23,15,E,13.03851
120,100000,1000,91,78,55,29,14,E,14.756863
120,100000,1000,77,60,48,33,19,E,13.722006
120,100000,1000,67,52,42,28,11,E,13.264337
120,100000,1000,69,52,31,19,6,D,8.015339
120,100000,1000,71,55,54,34,1,A,0.01152
120,100000,1000,75,68,56,25,11,E,13.20428
120,100000,1000,98,80,41,38,6,E,12.732297
120,100000,1000,58,54,50,21,11,A,0.064546
120,100000,1000,96,78,59,39,14,E,16.801166
120,100000,1000,72,65,50,31,8,B,0.167041
120,100000,1000,74,44,43,30,1,D,6.040749
120,100000,1000,82,53,51,21,13,E,14.200004
120,100000,1000,67,64,35,28,13,E,13.623238
120,100000,1000,98,65,49,37,5,E,14.38263
120,100000,1000,92,74,42,39,6,D,6.781929
120,100000,1000,78,51,48,37,20,E,16.116993
120,100000,1000,72,70,31,10,7,B,0.163144
120,100000,1000,93,77,47,25,1,E,12.462592
120,100000,1000,86,62,46,37,17,E,14.442687
120,100000,1000,93,78,55,7,6,E,12.010768
120,100000,1000,88,56,51,30,4,B,0.447758
120,100000,1000,87,29,26,16,15,E,15.102042
120,100000,1000,87,60,40,37,13,E,12.361029
120,100000,1000,86,59,37,16,2,D,8.677658
120,100000,1000,74,69,21,20,19,A,0.003896
120,100000,1000,89,77,57,31,16,E,16.835472
120,100000,1000,90,71,45,26,7,E,11.78511
120,100000,1000,73,71,53,34,17,E,13.302455
120,100000,1000,92,74,31,15,5,E,14.191787
120,100000,1000,79,71,56,17,6,E,11.778503
120,100000,1000,89,57,46,39,16,D,9.071627
120,100000,1000,83,40,39,37,2,B,0.228877
120,100000,1000,82,75,35,33,12,D,9.003523
120,100000,1000,58,36,23,22,19,D,8.156968
120,100000,1000,89,67,59,10,7,E,15.457893
120,100000,1000,55,47,26,22,7,D,5.665076
120,100000,1000,94,70,44,33,3,D,9.756139
120,100000,1000,82,69,52,29,9,D,5.904541
120,100000,1000,82,70,54,38,16,E,13.311857
120,100000,1000,82,75,38,18,10,E,11.932923
120,100000,1000,72,55,47,36,15,D,5.943421
120,100000,1000,75,44,34,22,14,E,13.14668
120,100000,1000,86,62,51,20,7,E,14.726962
120,100000,1000,87,38,37,32,20,E,16.018903
120,100000,1000,91,76,15,13,8,E,12.990482
120,100000,1000,56,55,44,21,18,C,1.958919
120,100000,1000,90,63,29,8,7,E,14.221688
120,100000,1000,98,79,41,30,1,E,12.0549
120,100000,1000,61,60,36,29,14,E,15.18912
120,100000,1000,79,74,53,27,9,E,10.268951
120,100000,1000,82,80,38,23,1,E,10.837585
120,100000,1000,76,72,54,19,8,B,0.156707
120,100000,1000,55,50,15,8,5,B,0.122401
120,100000,1000,69,59,38,20,6,E,11.001068
120,100000,1000,86,60,59,23,8,C,2.562706
120,100000,1000,81,80,36,26,20,E,14.632938
120,100000,1000,66,59,51,12,5,A,0.068951
120,100000,1000,81,65,57,27,12,D,8.941687
120,100000,1000,62,56,53,32,14,E,12.953211
120,100000,1000,63,59,58,29,14,E,14.354593
120,100000,1000,77,65,42,39,17,E,13.451369
120,100000,1000,59,53,32,17,12,E,10.013646
120,100000,1000,91,75,32,30,4,D,4.955576
120,100000,1000,91,55,51,36,11,E,15.000902
120,100000,1000,92,63,24,7,4,E,15.316942
120,100000,1000,80,71,47,3,1,C,2.935499
120,100000,1000,59,57,50,29,19,A,0.074033
120,100000,1000,97,69,42,34,15,E,15.521253
120,100000,1000,73,72,60,33,5,B,0.259625
120,100000,1000,78,60,54,10,5,D,8.232441
120,100000,1000,51,50,39,20,19,B,0.277752
120,100000,1000,84,58,22,9,6,D,7.839404
120,100000,1000,93,72,41,14,8,E,11.853807
120,100000,1000,84,80,35,18,11,E,12.911705
120,100000,1000,85,72,48,37,11,E,11.257135
120,100000,1000,98,73,53,16,11,E,15.539126
120,100000,1000,77,66,24,16,10,E,12.097338
120,100000,1000,86,51,44,22,11,E,14.340955
120,100000,1000,93,70,24,8,1,E,11.509815
120,100000,1000,57,38,36,19,9,C,2.698575
120,100000,1000,90,69,36,32,14,E,12.585162
120,100000,1000,70,42,32,15,10,E,10.25328
120,100000,1000,76,71,56,25,4,E,10.632257
120,100000,1000,50,39,32,22,17,E,10.816662
120,100000,1000,96,59,56,24,13,E,16.609391
120,100000,1000,74,68,48,23,1,A,0.04464
120,100000,1000,87,77,53,27,2,E,12.989973
120,100000,1000,82,77,53,19,11,E,13.472291
120,100000,1000,80,65,42,27,10,E,13.023771
120,100000,1000,69,66,50,26,13,E,12.211014
120,100000,1000,87,55,42,39,7,D,5.960193
120,100000,1000,78,57,44,32,18,E,15.178701
120,100000,1000,82,70,44,25,17,E,11.735303
120,100000,1000,70,27,21,18,14,E,13.132195
120,100000,1000,71,51,39,7,3,B,0.238787
120,100000,1000,82,74,45,34,10,D,8.134351
120,100000,1000,70,54,30,18,10,E,11.435866
120,100000,1000,69,68,51,36,17,E,13.405373
120,100000,1000,72,64,29,28,5,A,0.009995
120,100000,1000,68,67,43,32,8,A,0.032697
120,100000,1000,68,57,50,35,6,A,0.057177
120,100000,1000,91,78,41,31,15,E,15.084338
120,100000,1000,58,50,36,35,8,A,0.094786
120,100000,1000,98,50,23,9,1,E,15.775881
120,100000,1000,79,76,45,30,8,D,8.760585
120,100000,1000,59,24,22,20,19,E,16.135459
120,100000,1000,86,61,33,18,13,E,14.008482
120,100000,1000,95,75,59,32,7,E,16.156381
120,100000,1000,80,54,30,22,15,E,14.239392
120,100000,1000,88,48,35,12,7,E,12.393895
120,100000,1000,73,53,48,28,4,A,0.052518
120,100000,1000,79,68,54,35,20,E,15.972569
120,100000,1000,62,45,37,36,13,B,0.164839
120,100000,1000,71,67,55,7,6,A,0.02753
120,100000,1000,91,75,39,27,19,E,14.273359
120,100000,1000,98,49,37,36,18,E,14.729418
120,100000,1000,62,58,52,20,8,A,0.052264
120,100000,1000,91,77,55,24,20,E,13.840679
120,100000,1000,97,72,45,34,8,E,12.129865
120,100000,1000,79,72,58,39,6,D,8.11165
120,100000,1000,97,80,45,36,15,E,14.542556
120,100000,1000,99,61,48,17,4,E,13.565638
120,100000,1000,94,70,56,38,3,D,4.740337
120,100000,1000,89,76,23,18,10,E,11.790362
120,100000,1000,76,69,28,13,11,E,14.164173
120,100000,1000,78,51,32,28,5,E,11.157182
120,100000,1000,95,64,53,28,4,E,10.87638
120,100000,1000,81,70,49,31,4,C,3.625686
120,100000,1000,61,47,41,22,14,D,6.042274
120,100000,1000,99,64,51,25,19,E,14.826915
120,100000,1000,63,62,50,39,10,D,5.900645
120,100000,1000,70,56,51,29,13,E,11.493212
120,100000,1000,97,57,53,36,18,E,15.156592
120,100000,1000,96,39,31,30,14,E,14.891885
120,100000,1000,88,72,34,22,15,E,12.46022
120,100000,1000,70,62,57,19,13,D,6.577872
120,100000,1000,89,76,58,34,13,E,17.037328
120,100000,1000,82,65,52,33,16,E,16.679951
120,100000,1000,81,75,60,28,5,E,13.799343
120,100000,1000,96,58,53,12,10,E,14.708919
120,100000,1000,96,71,58,30,9,E,14.146977
120,100000,1000,59,39,37,11,5,B,0.357461
120,100000,1000,91,73,38,30,8,E,13.323547
120,100000,1000,93,50,38,26,12,E,15.725734
120,100000,1000,89,52,35,20,1,D,9.859057
120,100000,1000,77,73,58,25,10,E,13.533195
120,100000,1000,81,58,56,33,10,E,13.112967
120,100000,1000,90,77,59,28,8,E,14.971424
120,100000,1000,98,70,53,23,17,E,14.580674
120,100000,1000,91,69,49,23,19,E,15.075444
120,100000,1000,93,73,54,14,3,E,12.706546
120,100000,1000,80,74,42,39,20,E,16.056089
120,100000,1000,59,44,30,22,8,E,10.500115
120,100000,1000,67,63,34,16,6,B,0.132481
120,100000,1000,88,80,50,31,4,D,9.908187
120,100000,1000,93,63,45,33,17,E,15.955797
120,100000,1000,92,71,35,30,15,E,14.990568
120,100000,1000,81,72,54,37,12,E,13.790787
120,100000,1000,92,79,38,37,12,E,13.799512
120,100000,1000,93,46,37,21,18,E,16.241681
120,100000,1000,99,69,54,20,19,E,13.466192
120,100000,1000,56,50,33,14,10,B,0.182373
120,100000,1000,63,47,45,36,17,B,0.16306
120,100000,1000,81,70,47,29,19,E,14.990907
120,100000,1000,93,80,52,26,18,E,16.916536
120,100000,1000,81,73,54,17,8,E,10.029995
120,100000,1000,80,79,43,39,19,E,13.731408
120,100000,1000,86,62,55,25,8,D,5.783242
120,100000,1000,77,75,15,8,4,A,0.003304
120,100000,1000,87,80,52,33,10,E,13.257815
120,100000,1000,97,55,50,26,13,E,16.022037
120,100000,1000,68,62,46,38,17,D,7.541322
120,100000,1000,80,72,48,19,17,D,9.743518
120,100000,1000,73,58,56,31,17,E,13.080609
120,100000,1000,85,58,50,23,7,D,6.135874
120,100000,1000,65,53,43,28,14,E,12.696466
120,100000,1000,75,59,43,38,10,E,10.097844
120,100000,1000,82,54,51,32,9,B,0.367033
120,100000,1000,96,37,22,20,16,E,15.266372
120,100000,1000,73,48,43,19,9,D,7.780363
120,100000,1000,84,71,56,18,17,E,15.014709
120,100000,1000,98,62,53,12,10,E,14.701889
120,100000,1000,79,65,42,16,13,E,12.163409
120,100000,1000,82,47,25,19,9,E,15.214955
120,100000,1000,83,72,34,19,11,E,13.166755
120,100000,1000,90,58,57,36,5,C,2.006609
120,100000,1000,44,42,22,20,5,D,4.997675
120,100000,1000,99,60,18,13,10,E,14.475384
120,100000,1000,77,64,38,33,17,E,13.835343
120,100000,1000,68,61,47,37,12,E,13.739455
120,100000,1000,87,76,56,23,8,E,12.95626
120,100000,1000,94,80,53,27,9,E,15.009627
120,100000,1000,54,51,29,8,3,A,0.082419
120,100000,1000,53,47,46,26,15,B,0.206853
120,100000,1000,79,74,50,14,1,D,7.01843
120,100000,1000,70,64,51,4,2,A,0.043116
120,100000,1000,86,69,60,37,16,E,14.687827
120,100000,1000,92,56,53,36,20,E,17.086627
120,100000,1000,82,74,60,29,3,D,5.273394
120,100000,1000,71,62,55,34,16,C,2.351025
120,100000,1000,96,79,44,35,12,E,14.178149
120,100000,1000,46,39,17,14,8,D,5.025797
120,100000,1000,80,69,55,20,18,E,10.503418
120,100000,1000,96,53,24,23,18,E,16.478181
120,100000,1000,98,77,29,20,15,E,15.433582
120,100000,1000,60,55,38,29,5,C,1.656687
120,100000,1000,80,54,47,34,15,E,14.519601
120,100000,1000,88,74,46,34,8,E,12.287842
120,100000,1000,63,54,32,23,17,D,9.66491
120,100000,1000,90,80,55,17,10,E,16.371451
120,100000,1000,95,77,58,36,13,E,15.739287
120,100000,1000,78,62,46,29,18,E,12.693925
120,100000,1000,81,62,50,37,3,A,0.071069
120,100000,1000,88,72,55,10,9,E,14.197124
120,100000,1000,97,74,50,18,4,E,13.816707
120,100000,1000,65,53,36,35,5,A,0.058278
120,100000,1000,83,67,48,30,13,E,13.633742
120,100000,1000,84,71,33,18,4,E,10.792436
120,100000,1000,85,64,52,17,8,B,0.677905
120,100000,1000,93,65,46,35,6,D,9.223167
120,100000,1000,99,75,27,24,9,E,12.544418
120,100000,1000,69,42,38,34,16,E,15.006662
120,100000,1000,75,61,51,30,3,A,0.058447
120,100000,1000,90,73,35,25,12,E,15.811288
120,100000,1000,83,75,46,35,18,E,17.255531
120,100000,1000,93,56,28,21,5,E,14.942878
120,100000,1000,69,60,45,21,1,A,0.038287
120,100000,1000,58,53,50,34,6,C,1.581044
120,100000,1000,63,55,48,34,1,A,0.076151
120,100000,1000,68,45,34,14,1,B,0.800221
120,100000,1000,91,71,58,36,5,D,8.813018
120,100000,1000,85,65,50,39,11,E,14.34663
120,100000,1000,98,71,56,19,14,E,17.020471
120,100000,1000,91,50,36,19,15,E,14.795405
120,100000,1000,64,47,34,23,3,A,0.079539
120,100000,1000,83,59,48,35,6,A,0.098005
120,100000,1000,72,67,15,13,11,A,0.003727
120,100000,1000,51,44,25,18,17,B,0.105714
120,100000,1000,93,62,42,34,8,D,7.791544
120,100000,1000,75,69,41,32,18,E,13.12364
120,100000,1000,46,44,42,21,8,B,0.18034
120,100000,1000,91,72,55,23,17,E,14.802943
120,100000,1000,98,79,53,28,3,E,12.500964
120,100000,1000,83,39,35,25,8,E,12.266666
120,100000,1000,43,32,29,23,10,D,9.90429
120,100000,1000,78,74,59,10,9,A,0.01152
120,100000,1000,97,69,37,29,19,E,16.51596
120,100000,1000,74,73,51,24,17,E,13.148882
120,100000,1000,98,34,32,25,7,E,13.392583
120,100000,1000,71,63,27,8,3,A,0.027445
120,100000,1000,54,31,19,10,8,E,11.825684
120,100000,1000,91,71,48,38,13,E,11.267724
120,100000,1000,80,77,43,39,20,E,16.135628
120,100000,1000,70,64,57,21,20,A,0.043454
120,100000,1000,85,71,59,35,12,E,14.420664
120,100000,1000,91,61,45,23,6,E,10.608793
120,100000,1000,76,66,47,16,14,E,13.081117
120,100000,1000,89,75,59,12,6,E,12.473603
120,100000,1000,92,58,56,38,2,D,4.554406
120,100000,1000,81,80,54,37,12,E,15.2064
120,100000,1000,97,72,40,39,17,E,12.931187
120,100000,1000,62,57,38,33,2,B,0.122316
120,100000,1000,94,60,59,37,18,E,18.281579
120,100000,1000,95,72,58,32,8,E,15.100009
120,100000,1000,89,62,59,33,10,E,14.569154
120,100000,1000,89,60,40,36,8,D,9.079081
120,100000,1000,83,28,21,6,3,E,11.56318
120,100000,1000,99,77,59,13,12,E,15.029618
120,100000,1000,89,58,55,33,7,E,14.004501
120,100000,1000,99,68,58,29,5,E,11.297371
120,100000,1000,87,69,35,30,16,E,14.082601
120,100000,1000,48,42,24,22,19,D,6.387621
120,100000,1000,78,62,55,37,9,D,6.953375
120,100000,1000,74,70,58,34,13,E,16.824291
120,100000,1000,71,47,32,25,15,E,13.963927
120,100000,1000,99,26,23,9,7,E,15.536585
120,100000,1000,84,61,41,17,12,E,13.433919
120,100000,1000,98,59,54,16,14,E,13.80578
120,100000,1000,96,66,43,17,8,E,13.301439
120,100000,1000,86,57,49,23,11,E,10.693076
120,100000,1000,76,64,39,25,10,E,11.728611
120,100000,1000,74,67,43,39,9,A,0.049553
120,100000,1000,87,80,47,32,16,E,15.156677
120,100000,1000,63,56,44,38,17,A,0.097243
120,100000,1000,88,80,60,31,14,E,13.964096
120,100000,1000,98,78,44,16,13,E,13.995014
120,100000,1000,85,35,34,15,9,E,12.87418
120,100000,1000,78,57,15,11,5,C,1.311932
120,100000,1000,45,40,39,38,11,B,0.206599
120,100000,1000,83,69,50,29,15,E,16.098188
120,100000,1000,88,54,42,8,6,E,12.916448
120,100000,1000,88,71,55,29,17,E,17.036057
120,100000,1000,88,76,37,16,6,E,12.136218
120,100000,1000,95,61,41,38,2,D,5.033421
120,100000,1000,80,76,53,38,12,E,14.42617
120,100000,1000,90,72,47,32,3,D,8.823437
120,100000,1000,70,61,48,34,9,A,0.06929
120,100000,1000,94,28,26,25,14,E,13.071291
120,100000,1000,94,48,37,28,6,E,12.016104
120,100000,1000,96,31,25,23,16,E,14.236004
120,100000,1000,78,77,40,23,17,E,13.016741
120,100000,1000,92,67,30,29,3,C,3.092036
120,100000,1000,88,67,55,33,13,E,14.980911
120,100000,1000,72,51,46,18,3,A,0.056076
120,100000,1000,77,70,60,26,7,B,0.253865
120,100000,1000,83,78,38,32,7,E,10.042277
120,100000,1000,78,71,40,38,8,A,0.006353
120,100000,1000,67,63,54,24,9,A,0.031003
120,100000,1000,81,74,53,21,9,E,10.921105
120,100000,1000,88,75,50,27,8,E,10.691551
120,100000,1000,86,69,36,26,10,E,15.003443
120,100000,1000,87,70,40,30,1,D,8.934657
120,100000,1000,87,61,50,24,17,E,14.417191
120,100000,1000,70,65,22,21,20,A,0.012113
120,100000,1000,92,74,47,27,19,E,15.289073
120,100000,1000,94,74,44,25,16,E,14.062271
120,100000,1000,66,36,35,25,11,E,13.981376
120,100000,1000,79,55,5,3,2,A,0.071577
120,100000,1000,85,66,57,37,13,E,15.182089
120,100000,1000,96,63,40,20,14,E,14.547808
120,100000,1000,70,65,35,10,1,A,0.005845
120,100000,1000,94,68,58,33,19,E,15.945124
120,100000,1000,91,60,59,28,1,C,1.323621
120,100000,1000,76,53,48,29,6,D,9.896497
120,100000,1000,89,58,57,22,19,E,11.97985
120,100000,1000,59,47,30,27,18,E,14.297331
120,100000,1000,85,67,42,26,17,E,14.344343
120,100000,1000,95,65,37,29,5,E,12.244303
120,100000,1000,62,55,26,25,17,B,0.127229
120,100000,1000,72,59,22,11,9,E,12.173319
120,100000,1000,87,61,56,36,7,E,13.501769
120,100000,1000,95,76,29,21,7,E,11.631283
120,100000,1000,68,67,54,22,4,A,0.034306
120,100000,1000,81,68,48,28,11,E,13.188525
120,100000,1000,90,73,26,17,6,E,12.537641
120,100000,1000,96,52,36,27,8,D,9.806031
120,100000,1000,73,49,26,21,15,E,13.429853
120,100000,1000,76,74,37,36,15,B,0.100462
120,100000,1000,69,44,42,26,5,A,0.090636
120,100000,1000,74,70,48,14,2,E,11.905478
120,100000,1000,73,64,54,31,2,B,0.171784
120,100000,1000,76,53,24,23,8,A,0.069544
120,100000,1000,74,73,54,32,9,D,4.487997
120,100000,1000,86,70,41,16,13,E,12.533152
120,100000,1000,87,58,26,23,17,E,15.027161
120,100000,1000,88,61,49,31,18,E,13.891418
120,100000,1000,83,68,45,15,5,D,7.888703
120,100000,1000,93,62,48,27,8,E,12.800824
120,100000,1000,95,79,57,17,12,E,15.186155
120,100000,1000,43,41,37,22,10,B,0.175935
120,100000,1000,68,46,44,15,14,D,6.761176
120,100000,1000,57,53,39,22,9,B,0.140104
120,100000,1000,92,63,39,9,6,E,12.429133
120,100000,1000,80,77,54,29,17,E,16.242274
120,100000,1000,79,69,38,21,17,E,11.863209
120,100000,1000,91,73,54,32,20,E,16.425155
120,100000,1000,76,72,48,24,2,D,8.353317
120,100000,1000,81,52,41,15,2,D,8.283011
120,100000,1000,87,79,42,14,6,E,12.47445
120,100000,1000,61,42,32,28,14,E,14.778124
120,100000,1000,52,12,9,6,4,E,13.733017
120,100000,1000,90,71,59,10,7,E,13.481101
120,100000,1000,74,28,24,19,11,E,11.174208
120,100000,1000,74,65,50,32,13,E,12.580757
120,100000,1000,72,57,45,38,16,D,7.5636
120,100000,1000,49,46,31,28,18,B,0.432849
120,100000,1000,76,25,9,6,3,E,12.269461
120,100000,1000,90,52,32,24,12,E,15.270099
120,100000,1000,57,42,28,15,11,E,13.223848
120,100000,1000,70,67,54,30,8,A,0.017365
120,100000,1000,52,39,27,9,7,B,0.182712
120,100000,1000,64,63,17,14,7,A,0.052518
120,100000,1000,79,44,38,34,13,E,14.00789
120,100000,1000,99,75,52,21,5,E,15.302965
120,100000,1000,78,70,52,15,3,A,0.034137
120,100000,1000,50,46,22,17,14,B,0.111897
120,100000,1000,78,76,29,22,8,D,6.230745
120,100000,1000,95,72,57,19,15,E,16.126226
120,100000,1000,83,78,55,27,9,E,14.157227
120,100000,1000,89,61,57,34,18,E,16.962617
120,100000,1000,67,64,25,21,14,C,1.020119
120,100000,1000,65,39,38,27,18,E,14.100135
120,100000,1000,93,78,38,11,2,E,14.0466
120,100000,1000,84,52,49,32,14,E,15.923863
120,100000,1000,86,74,38,37,16,D,6.349334
120,100000,1000,67,62,42,20,8,A,0.053873
120,100000,1000,80,60,32,20,5,C,1.574606
120,100000,1000,91,76,56,34,13,E,18.313344
120,100000,1000,82,54,44,21,11,E,11.759359
120,100000,1000,79,77,39,31,18,E,14.785324
120,100000,1000,75,57,53,17,10,E,14.51689
120,100000,1000,96,49,36,25,20,E,14.194667
120,100000,1000,80,64,44,38,12,E,15.664322
120,100000,1000,76,67,30,21,19,E,12.106486
120,100000,1000,75,50,41,31,15,E,13.984002
120,100000,1000,83,73,59,28,15,E,14.748647
120,100000,1000,78,75,60,28,1,A,0.056669
120,100000,1000,81,78,55,28,9,E,14.060238
120,100000,1000,93,78,44,23,11,E,15.273148
120,100000,1000,63,51,50,37,2,A,0.054636
120,100000,1000,78,55,48,24,20,E,14.263025
120,100000,1000,69,30,23,22,7,E,13.713366
120,100000,1000,98,78,45,8,2,E,13.773931
120,100000,1000,53,52,11,7,3,B,0.30147
120,100000,1000,84,80,43,36,8,E,11.244091
120,100000,1000,95,77,45,21,12,E,15.241722
120,100000,1000,75,45,30,24,19,E,14.185434
120,100000,1000,77,47,22,9,6,E,15.501093
120,100000,1000,82,68,40,39,3,A,0.003219
120,100000,1000,86,73,55,32,14,E,15.840427
120,100000,1000,58,56,53,26,19,B,0.168989
120,100000,1000,75,59,23,10,4,E,12.749661
120,100000,1000,95,49,34,26,19,E,12.893069
120,100000,1000,92,59,44,35,13,E,14.224145
120,100000,1000,79,69,54,33,19,E,14.410668
120,100000,1000,79,70,43,32,20,E,16.22025
120,100000,1000,55,32,30,26,17,E,14.259637
120,100000,1000,76,71,43,24,15,E,12.418629
120,100000,1000,95,60,52,30,7,D,8.243792
120,100000,1000,78,76,33,15,9,D,7.062223
120,100000,1000,91,57,37,34,10,E,14.642086
120,100000,1000,78,75,55,26,15,E,13.493637
120,100000,1000,99,31,30,12,10,E,14.767028
120,100000,1000,84,80,57,30,12,E,16.220843
120,100000,1000,89,77,55,27,8,E,14.550095
120,100000,1000,97,78,60,29,4,E,14.022883
120,100000,1000,62,55,48,38,2,A,0.080556
120,100000,1000,88,64,49,26,3,D,8.015508
120,100000,1000,85,78,31,22,1,E,10.380001
120,100000,1000,77,67,40,31,13,E,12.885276
120,100000,1000,73,52,50,19,17,A,0.087332
120,100000,1000,80,76,56,39,17,E,16.924922
120,100000,1000,83,79,53,32,10,E,15.434853
120,100000,1000,89,69,58,6,4,D,9.268654
120,100000,1000,47,46,39,32,15,D,9.641955
120,100000,1000,98,68,59,17,5,E,11.601213
120,100000,1000,94,61,50,27,15,E,14.935848
120,100000,1000,99,63,43,21,5,E,13.605788
120,100000,1000,71,66,40,33,9,B,0.118843
